Gender,Marital Status,State or Province,Product Category
M,M,OR,Candy
F,M,OR,Pizza
F,S,Yucatan,Bread
F,M,Zacatecas,Fruit
F,S,CA,Snack Foods
M,S,Veracruz,Jams and Jellies
F,S,BC,Eggs
F,M,BC,Bathroom Products
M,S,BC,Vegetables
M,S,CA,Baking Goods
M,S,CA,Breakfast Foods
M,M,Veracruz,Meat
F,M,Zacatecas,Miscellaneous
F,S,CA,Bread
M,M,WA,Fruit
F,S,Jalisco,Dairy
M,M,WA,Canned Soup
F,S,CA,Bread
F,S,Yucatan,Dairy
M,M,Yucatan,Electrical
F,M,Guerrero,Seafood
M,S,Zacatecas,Magazines
M,S,BC,Seafood
M,M,WA,Eggs
M,M,Yucatan,Hot Beverages
F,S,Yucatan,Bread
F,S,OR,Frozen Desserts
M,M,WA,Snack Foods
F,S,WA,Pain Relievers
M,M,CA,Bathroom Products
F,S,Veracruz,Dairy
F,S,Veracruz,Kitchen Products
F,M,Veracruz,Jams and Jellies
F,M,Zacatecas,Vegetables
F,M,BC,Vegetables
F,S,Zacatecas,Snack Foods
M,S,CA,Candles
F,M,WA,Frozen Entrees
F,S,Zacatecas,Vegetables
M,M,CA,Jams and Jellies
M,S,Guerrero,Fruit
M,M,Guerrero,Meat
F,S,OR,Electrical
F,M,Yucatan,Baking Goods
M,M,OR,Vegetables
F,M,Zacatecas,Bathroom Products
F,S,WA,Vegetables
M,M,WA,Pure Juice Beverages
F,M,Veracruz,Eggs
F,S,CA,Dairy
F,S,BC,Vegetables
M,M,BC,Snack Foods
M,M,OR,Snack Foods
F,M,Zacatecas,Snack Foods
F,M,WA,Beer and Wine
M,M,WA,Specialty
M,S,Zacatecas,Canned Soup
M,M,WA,Starchy Foods
F,M,BC,Beer and Wine
F,M,BC,Kitchen Products
F,S,BC,Vegetables
F,S,Yucatan,Canned Soup
F,M,DF,Electrical
M,M,WA,Vegetables
M,M,OR,Pure Juice Beverages
M,S,WA,Vegetables
M,M,OR,Magazines
F,M,DF,Dairy
F,S,Zacatecas,Canned Clams
F,M,Zacatecas,Seafood
M,S,CA,Vegetables
F,S,Guerrero,Jams and Jellies
M,S,OR,Snack Foods
F,M,OR,Bread
M,S,WA,Bread
F,S,WA,Baking Goods
M,M,Zacatecas,Snack Foods
M,S,WA,Pain Relievers
F,S,WA,Plastic Products
F,M,BC,Jams and Jellies
F,S,WA,Meat
M,M,Zacatecas,Electrical
M,S,Zacatecas,Electrical
F,S,Yucatan,Dairy
F,S,WA,Electrical
F,S,Yucatan,Starchy Foods
F,M,WA,Vegetables
M,S,WA,Fruit
M,M,WA,Starchy Foods
M,S,WA,Fruit
M,S,OR,Dairy
F,M,Zacatecas,Cleaning Supplies
F,M,DF,Dairy
F,S,DF,Bread
F,S,CA,Carbonated Beverages
M,M,BC,Vegetables
F,M,DF,Eggs
F,S,OR,Bathroom Products
F,M,BC,Pizza
M,S,BC,Dairy
M,S,OR,Fruit
F,M,Zacatecas,Starchy Foods
F,M,WA,Fruit
F,M,OR,Snack Foods
M,S,CA,Electrical
M,M,Veracruz,Kitchen Products
M,S,WA,Jams and Jellies
F,M,Zacatecas,Vegetables
F,S,CA,Dairy
M,S,Yucatan,Bathroom Products
M,S,WA,Jams and Jellies
F,M,OR,Starchy Foods
M,M,WA,Dairy
F,M,BC,Paper Products
F,M,BC,Canned Soup
F,M,Jalisco,Fruit
M,S,CA,Dairy
F,M,WA,Plastic Products
M,S,Jalisco,Pizza
F,S,Veracruz,Fruit
F,M,Veracruz,Beer and Wine
M,S,Zacatecas,Baking Goods
F,M,Zacatecas,Fruit
F,M,OR,Cold Remedies
M,M,WA,Vegetables
F,S,OR,Meat
M,S,OR,Vegetables
F,S,CA,Bathroom Products
F,S,Zacatecas,Electrical
F,M,OR,Breakfast Foods
F,M,WA,Vegetables
F,S,Zacatecas,Fruit
F,S,Guerrero,Electrical
M,M,CA,Breakfast Foods
F,S,BC,Bread
M,M,CA,Jams and Jellies
F,M,CA,Snack Foods
M,S,Yucatan,Kitchen Products
F,S,Zacatecas,Hot Beverages
F,M,DF,Snack Foods
F,M,WA,Vegetables
F,S,WA,Fruit
M,M,CA,Cleaning Supplies
F,M,WA,Dairy
M,M,Yucatan,Jams and Jellies
F,M,WA,Pizza
F,M,DF,Frozen Desserts
M,M,WA,Snack Foods
M,S,WA,Hygiene
M,M,CA,Plastic Products
F,S,DF,Specialty
M,M,DF,Eggs
M,M,CA,Drinks
M,M,CA,Pain Relievers
M,M,Zacatecas,Paper Products
F,M,Zacatecas,Eggs
F,M,WA,Jams and Jellies
M,S,Yucatan,Vegetables
M,M,Jalisco,Seafood
F,S,WA,Dairy
M,S,Guerrero,Bathroom Products
M,S,CA,Meat
F,S,WA,Vegetables
M,S,Veracruz,Snack Foods
M,M,WA,Pure Juice Beverages
M,S,WA,Jams and Jellies
F,M,DF,Hardware
F,S,WA,Side Dishes
F,M,Zacatecas,Hygiene
M,M,OR,Fruit
F,S,Veracruz,Cleaning Supplies
F,M,OR,Candy
M,M,CA,Snack Foods
M,M,BC,Snack Foods
M,M,Yucatan,Vegetables
M,M,Yucatan,Frozen Entrees
F,S,CA,Vegetables
M,S,OR,Jams and Jellies
M,S,BC,Bathroom Products
F,S,WA,Hot Beverages
M,M,DF,Hot Beverages
M,S,Zacatecas,Dairy
F,S,BC,Side Dishes
M,S,OR,Vegetables
M,M,DF,Vegetables
F,S,CA,Seafood
F,S,BC,Electrical
F,M,WA,Candy
F,M,WA,Bathroom Products
M,S,Zacatecas,Dairy
F,M,BC,Fruit
M,S,Yucatan,Pain Relievers
F,M,CA,Fruit
M,S,CA,Electrical
M,S,Yucatan,Magazines
F,M,WA,Kitchen Products
M,S,WA,Frozen Desserts
F,M,WA,Bread
M,M,WA,Dairy
M,S,WA,Canned Soup
F,S,WA,Magazines
M,M,Veracruz,Snack Foods
F,M,OR,Vegetables
F,M,CA,Dairy
F,M,Zacatecas,Dairy
M,M,BC,Snack Foods
F,S,CA,Fruit
F,M,WA,Bread
M,M,OR,Snack Foods
F,M,Zacatecas,Vegetables
M,M,BC,Decongestants
M,M,OR,Hygiene
M,S,CA,Specialty
F,S,Zacatecas,Meat
F,S,WA,Carbonated Beverages
M,M,WA,Canned Soup
F,M,WA,Vegetables
F,S,BC,Eggs
M,S,WA,Canned Soup
F,S,BC,Snack Foods
F,M,WA,Bread
F,M,Guerrero,Beer and Wine
F,S,Guerrero,Baking Goods
M,S,BC,Specialty
F,M,CA,Magazines
M,S,Yucatan,Jams and Jellies
M,M,Veracruz,Decongestants
M,M,CA,Jams and Jellies
F,M,Zacatecas,Cold Remedies
F,S,WA,Hot Beverages
M,S,WA,Dairy
F,S,CA,Dairy
M,M,WA,Canned Soup
M,S,WA,Vegetables
M,S,WA,Paper Products
F,M,Yucatan,Snack Foods
M,S,Zacatecas,Electrical
F,M,Yucatan,Plastic Products
M,S,Zacatecas,Bathroom Products
F,S,CA,Vegetables
F,M,WA,Cold Remedies
M,M,BC,Frozen Entrees
M,S,OR,Frozen Entrees
M,M,WA,Decongestants
F,M,WA,Snack Foods
M,S,WA,Meat
F,M,Zacatecas,Dairy
F,S,WA,Breakfast Foods
M,S,WA,Specialty
F,M,Zacatecas,Vegetables
F,S,WA,Fruit
M,S,OR,Beer and Wine
M,M,DF,Vegetables
F,S,WA,Starchy Foods
F,S,WA,Fruit
M,M,WA,Fruit
F,M,CA,Vegetables
M,M,WA,Meat
M,S,WA,Bathroom Products
M,S,OR,Frozen Desserts
M,S,Veracruz,Bread
M,M,WA,Beer and Wine
F,S,BC,Canned Clams
M,M,CA,Magazines
F,M,CA,Jams and Jellies
F,M,OR,Hygiene
F,M,Zacatecas,Baking Goods
F,S,WA,Packaged Vegetables
F,M,WA,Cleaning Supplies
M,S,WA,Snack Foods
M,M,CA,Plastic Products
M,M,WA,Side Dishes
M,M,Yucatan,Meat
M,M,Veracruz,Baking Goods
M,S,Zacatecas,Pizza
M,S,Yucatan,Frozen Entrees
F,S,WA,Jams and Jellies
F,M,Yucatan,Snack Foods
M,M,Zacatecas,Canned Soup
F,M,OR,Meat
F,M,Guerrero,Beer and Wine
M,M,BC,Carbonated Beverages
M,M,CA,Vegetables
F,M,OR,Starchy Foods
M,M,BC,Meat
F,M,CA,Vegetables
F,M,WA,Frozen Desserts
M,M,WA,Pizza
M,S,OR,Kitchen Products
M,S,OR,Snack Foods
M,S,BC,Cold Remedies
F,M,BC,Vegetables
F,S,Veracruz,Electrical
M,S,WA,Fruit
F,M,DF,Snack Foods
M,M,CA,Snack Foods
F,M,Zacatecas,Fruit
M,S,BC,Pain Relievers
F,M,Yucatan,Vegetables
F,M,CA,Plastic Products
M,M,OR,Fruit
M,M,DF,Vegetables
F,M,Zacatecas,Dairy
F,M,WA,Dairy
F,M,Yucatan,Meat
F,S,Yucatan,Electrical
F,M,WA,Electrical
F,S,CA,Bathroom Products
F,S,Yucatan,Baking Goods
F,S,CA,Hot Beverages
M,S,BC,Hot Beverages
F,M,OR,Kitchen Products
M,S,CA,Candy
F,M,Zacatecas,Vegetables
F,M,WA,Electrical
M,M,BC,Vegetables
F,M,BC,Canned Clams
F,M,WA,Bread
F,M,WA,Pain Relievers
M,M,DF,Beer and Wine
M,M,WA,Vegetables
F,M,Zacatecas,Electrical
M,S,WA,Canned Shrimp
M,M,WA,Snack Foods
M,S,Zacatecas,Bread
F,M,WA,Snack Foods
F,M,Yucatan,Snack Foods
M,M,WA,Snack Foods
F,M,WA,Fruit
M,S,WA,Jams and Jellies
M,M,Jalisco,Frozen Desserts
F,M,Veracruz,Candy
M,S,OR,Electrical
F,S,Veracruz,Vegetables
F,M,WA,Beer and Wine
M,M,Guerrero,Canned Oysters
F,M,Yucatan,Frozen Desserts
F,M,CA,Frozen Desserts
M,S,Veracruz,Cleaning Supplies
F,M,Zacatecas,Dairy
F,M,Zacatecas,Candy
M,M,DF,Seafood
M,M,Veracruz,Plastic Products
F,M,BC,Breakfast Foods
F,S,WA,Baking Goods
F,S,OR,Vegetables
M,M,CA,Hygiene
M,S,BC,Vegetables
F,M,Yucatan,Vegetables
F,M,WA,Snack Foods
M,M,CA,Beer and Wine
F,S,BC,Paper Products
M,S,CA,Bread
M,S,Guerrero,Baking Goods
F,M,OR,Snack Foods
M,M,WA,Canned Soup
M,S,WA,Pain Relievers
M,S,Zacatecas,Candy
F,M,Zacatecas,Baking Goods
M,M,CA,Dairy
M,M,BC,Candy
M,M,DF,Fruit
M,M,DF,Kitchen Products
M,M,OR,Fruit
F,M,Veracruz,Plastic Products
M,M,CA,Dairy
F,M,Zacatecas,Paper Products
F,S,BC,Cleaning Supplies
M,S,WA,Canned Clams
M,M,Guerrero,Dairy
M,M,Guerrero,Snack Foods
F,S,CA,Frozen Desserts
F,M,OR,Kitchen Products
M,M,Veracruz,Breakfast Foods
F,M,WA,Vegetables
M,S,WA,Pure Juice Beverages
F,S,CA,Vegetables
F,M,WA,Fruit
M,M,Guerrero,Starchy Foods
M,M,WA,Meat
F,M,Jalisco,Dairy
F,M,Yucatan,Snack Foods
M,S,Guerrero,Vegetables
F,S,WA,Meat
M,S,WA,Snack Foods
M,M,BC,Canned Clams
M,S,Zacatecas,Hardware
F,M,Veracruz,Baking Goods
F,S,WA,Snack Foods
M,M,Zacatecas,Decongestants
M,M,BC,Dairy
M,M,CA,Candy
F,M,CA,Jams and Jellies
F,S,CA,Vegetables
M,M,CA,Packaged Vegetables
M,M,DF,Plastic Products
F,M,Zacatecas,Baking Goods
F,M,Zacatecas,Frozen Desserts
M,S,Zacatecas,Frozen Desserts
M,S,Yucatan,Snack Foods
F,M,Yucatan,Baking Goods
F,M,WA,Frozen Desserts
F,M,Guerrero,Meat
F,M,WA,Snack Foods
M,S,Yucatan,Electrical
M,M,BC,Fruit
F,M,CA,Snack Foods
M,S,Zacatecas,Fruit
F,M,OR,Frozen Desserts
M,S,OR,Baking Goods
F,S,Veracruz,Breakfast Foods
F,M,Zacatecas,Hygiene
F,S,CA,Vegetables
M,S,CA,Breakfast Foods
M,M,CA,Snack Foods
M,S,BC,Vegetables
F,M,Yucatan,Vegetables
F,S,Yucatan,Kitchen Products
M,S,Yucatan,Electrical
F,M,WA,Dairy
F,S,WA,Breakfast Foods
F,S,CA,Dairy
F,M,CA,Dairy
F,M,Zacatecas,Fruit
M,M,Veracruz,Fruit
M,M,WA,Dairy
F,S,Veracruz,Paper Products
M,M,WA,Dairy
F,M,Zacatecas,Bathroom Products
F,S,DF,Eggs
F,M,OR,Snack Foods
F,S,Zacatecas,Pizza
M,M,Zacatecas,Electrical
F,M,BC,Frozen Desserts
F,S,Yucatan,Kitchen Products
F,S,Guerrero,Hot Beverages
F,S,DF,Fruit
M,S,OR,Paper Products
M,M,BC,Jams and Jellies
F,M,BC,Fruit
M,M,DF,Hygiene
F,M,Zacatecas,Vegetables
F,S,Guerrero,Bathroom Products
F,S,BC,Jams and Jellies
F,S,Zacatecas,Breakfast Foods
F,S,CA,Breakfast Foods
F,M,WA,Dairy
F,M,WA,Bathroom Products
F,M,WA,Canned Soup
F,S,WA,Frozen Desserts
F,M,CA,Fruit
F,M,CA,Specialty
F,S,WA,Hot Beverages
M,S,WA,Frozen Entrees
F,S,Zacatecas,Hot Beverages
M,S,Zacatecas,Vegetables
F,M,WA,Meat
F,M,Yucatan,Vegetables
M,M,Yucatan,Snack Foods
F,S,OR,Canned Sardines
F,M,CA,Meat
F,M,WA,Hot Beverages
M,M,WA,Magazines
F,M,OR,Canned Soup
M,S,BC,Starchy Foods
M,M,CA,Snack Foods
F,S,OR,Pizza
M,S,DF,Vegetables
M,S,OR,Meat
F,M,OR,Vegetables
M,S,OR,Jams and Jellies
F,M,OR,Beer and Wine
M,S,CA,Snack Foods
F,M,Veracruz,Snack Foods
M,M,Guerrero,Snack Foods
F,S,CA,Jams and Jellies
F,M,Zacatecas,Vegetables
M,S,WA,Snack Foods
M,M,WA,Canned Soup
F,M,WA,Candy
M,M,WA,Pure Juice Beverages
F,S,WA,Cleaning Supplies
F,S,WA,Snack Foods
F,M,Veracruz,Fruit
F,M,Zacatecas,Candy
M,S,WA,Plastic Products
M,M,Yucatan,Meat
F,M,CA,Canned Tuna
F,S,WA,Vegetables
F,S,WA,Bread
F,M,BC,Snack Foods
F,M,WA,Electrical
F,M,BC,Dairy
F,M,DF,Beer and Wine
M,S,Zacatecas,Magazines
M,S,BC,Meat
M,S,Yucatan,Vegetables
F,S,CA,Dairy
M,M,Veracruz,Beer and Wine
F,M,Yucatan,Jams and Jellies
M,S,CA,Snack Foods
F,S,Zacatecas,Vegetables
M,M,CA,Eggs
M,S,BC,Cold Remedies
F,S,WA,Snack Foods
F,S,Yucatan,Snack Foods
M,M,OR,Magazines
F,M,WA,Frozen Entrees
M,S,Veracruz,Eggs
M,M,WA,Dairy
F,S,Zacatecas,Specialty
F,M,OR,Fruit
F,S,OR,Snack Foods
F,S,Jalisco,Snack Foods
F,S,WA,Breakfast Foods
F,S,BC,Vegetables
F,S,WA,Paper Products
F,S,WA,Electrical
F,M,CA,Fruit
M,S,BC,Vegetables
M,M,OR,Bread
F,S,OR,Specialty
F,S,CA,Vegetables
F,S,CA,Hot Beverages
F,M,Guerrero,Starchy Foods
M,M,BC,Frozen Desserts
F,M,Yucatan,Frozen Desserts
F,S,OR,Beer and Wine
M,S,CA,Vegetables
F,S,WA,Cold Remedies
F,M,WA,Magazines
M,S,Guerrero,Fruit
M,M,WA,Vegetables
M,S,Zacatecas,Dairy
M,S,Yucatan,Breakfast Foods
F,S,Zacatecas,Bathroom Products
F,M,BC,Vegetables
M,M,WA,Jams and Jellies
M,S,WA,Baking Goods
M,M,CA,Vegetables
M,M,Veracruz,Dairy
M,M,BC,Hot Beverages
M,M,BC,Breakfast Foods
M,S,Veracruz,Beer and Wine
M,S,CA,Cold Remedies
M,S,Veracruz,Hygiene
M,M,Veracruz,Hot Beverages
M,S,Zacatecas,Snack Foods
F,S,WA,Eggs
M,M,Guerrero,Kitchen Products
F,M,Guerrero,Canned Soup
F,M,Zacatecas,Jams and Jellies
F,M,Zacatecas,Vegetables
F,M,Zacatecas,Vegetables
F,M,BC,Snack Foods
M,M,OR,Dairy
F,S,Yucatan,Meat
M,M,DF,Specialty
M,M,WA,Frozen Desserts
M,S,Yucatan,Starchy Foods
M,S,Yucatan,Candles
F,M,CA,Bread
M,S,Yucatan,Seafood
M,S,Guerrero,Dairy
F,M,Guerrero,Beer and Wine
M,S,WA,Bathroom Products
M,M,WA,Baking Goods
F,M,WA,Meat
M,S,OR,Vegetables
M,S,DF,Bathroom Products
F,M,Zacatecas,Fruit
F,M,WA,Plastic Products
M,M,DF,Canned Sardines
M,S,Veracruz,Specialty
M,M,WA,Dairy
M,S,DF,Bathroom Products
M,S,Jalisco,Snack Foods
F,S,Guerrero,Baking Goods
M,S,Zacatecas,Side Dishes
M,M,WA,Snack Foods
F,M,Yucatan,Baking Goods
F,S,Yucatan,Snack Foods
F,M,Veracruz,Baking Goods
M,M,Veracruz,Beer and Wine
F,S,Zacatecas,Specialty
M,M,Zacatecas,Vegetables
F,S,CA,Snack Foods
F,S,Jalisco,Vegetables
F,S,WA,Breakfast Foods
M,S,WA,Snack Foods
M,M,WA,Frozen Desserts
M,S,CA,Vegetables
M,M,BC,Magazines
M,S,CA,Canned Soup
F,M,Yucatan,Electrical
F,S,WA,Pain Relievers
F,M,BC,Meat
F,M,DF,Paper Products
F,S,WA,Specialty
F,S,WA,Jams and Jellies
M,S,BC,Snack Foods
F,S,Veracruz,Kitchen Products
F,M,OR,Snack Foods
F,S,BC,Snack Foods
F,M,BC,Pizza
M,S,WA,Dairy
M,S,Zacatecas,Canned Soup
F,S,BC,Pizza
F,S,WA,Pizza
M,S,Guerrero,Dairy
M,S,CA,Vegetables
M,S,Yucatan,Fruit
M,M,WA,Meat
F,S,WA,Specialty
M,M,WA,Bread
F,M,Zacatecas,Snack Foods
F,S,CA,Eggs
M,S,Guerrero,Fruit
M,S,CA,Packaged Vegetables
F,S,DF,Jams and Jellies
F,S,Guerrero,Vegetables
F,M,WA,Candy
F,S,OR,Snack Foods
M,S,WA,Jams and Jellies
M,S,CA,Starchy Foods
F,M,WA,Canned Clams
M,S,Veracruz,Miscellaneous
M,S,WA,Hot Beverages
F,M,OR,Bathroom Products
F,S,CA,Cold Remedies
F,S,Veracruz,Cleaning Supplies
F,S,BC,Vegetables
M,S,BC,Dairy
M,M,CA,Jams and Jellies
F,S,OR,Dairy
F,S,OR,Hot Beverages
F,S,WA,Meat
M,M,WA,Breakfast Foods
F,M,WA,Snack Foods
F,M,OR,Snack Foods
M,M,WA,Candy
F,S,OR,Plastic Products
F,M,OR,Snack Foods
F,M,WA,Snack Foods
M,M,WA,Vegetables
F,M,CA,Bathroom Products
F,M,CA,Beer and Wine
M,S,WA,Side Dishes
F,M,OR,Drinks
M,M,OR,Snack Foods
M,M,DF,Canned Soup
M,M,WA,Frozen Entrees
M,S,DF,Dairy
F,S,WA,Miscellaneous
F,M,Zacatecas,Baking Goods
M,S,WA,Paper Products
F,M,WA,Carbonated Beverages
M,M,BC,Candy
F,S,CA,Candy
M,M,CA,Vegetables
F,S,WA,Breakfast Foods
M,M,WA,Bread
F,M,Veracruz,Canned Soup
F,S,Veracruz,Baking Goods
F,M,Veracruz,Frozen Desserts
F,M,OR,Canned Soup
M,M,Zacatecas,Cleaning Supplies
M,S,OR,Breakfast Foods
M,S,Zacatecas,Cleaning Supplies
F,S,CA,Bathroom Products
M,M,CA,Paper Products
F,S,Guerrero,Eggs
F,S,OR,Baking Goods
M,S,Guerrero,Jams and Jellies
F,M,Guerrero,Side Dishes
M,S,BC,Bathroom Products
F,S,WA,Jams and Jellies
F,S,Veracruz,Seafood
M,M,WA,Hot Beverages
M,S,WA,Meat
M,S,CA,Breakfast Foods
F,M,Veracruz,Fruit
F,M,Veracruz,Paper Products
M,S,DF,Electrical
M,S,CA,Specialty
F,S,BC,Vegetables
F,M,OR,Vegetables
M,S,CA,Bathroom Products
M,S,CA,Vegetables
M,S,CA,Snack Foods
M,M,WA,Paper Products
M,S,Zacatecas,Carbonated Beverages
F,M,Zacatecas,Canned Soup
M,S,BC,Starchy Foods
M,S,Yucatan,Kitchen Products
F,S,CA,Eggs
F,S,Jalisco,Jams and Jellies
F,S,Zacatecas,Beer and Wine
F,S,WA,Jams and Jellies
F,M,Yucatan,Fruit
F,M,Veracruz,Paper Products
F,S,DF,Baking Goods
M,M,Yucatan,Breakfast Foods
M,M,WA,Candy
M,S,BC,Pure Juice Beverages
M,S,DF,Snack Foods
F,S,CA,Eggs
M,M,OR,Vegetables
F,S,CA,Plastic Products
M,S,OR,Baking Goods
F,M,Zacatecas,Snack Foods
F,M,WA,Frozen Desserts
F,S,Yucatan,Vegetables
M,S,Veracruz,Dairy
M,S,Zacatecas,Candy
F,M,Zacatecas,Snack Foods
F,S,Zacatecas,Pain Relievers
F,S,OR,Frozen Desserts
F,M,Zacatecas,Vegetables
M,S,CA,Candy
F,S,WA,Dairy
F,M,DF,Canned Soup
F,S,CA,Canned Soup
M,S,CA,Eggs
M,S,Guerrero,Snack Foods
F,M,WA,Canned Soup
M,S,CA,Fruit
F,S,CA,Drinks
M,S,CA,Bathroom Products
M,S,CA,Kitchen Products
M,S,CA,Baking Goods
F,S,Veracruz,Frozen Desserts
F,S,OR,Meat
M,S,OR,Canned Soup
F,S,Yucatan,Electrical
F,M,Zacatecas,Dairy
M,S,Veracruz,Cleaning Supplies
M,M,DF,Jams and Jellies
F,M,WA,Snack Foods
F,S,Zacatecas,Snack Foods
F,S,CA,Vegetables
F,M,Zacatecas,Snack Foods
F,S,DF,Paper Products
F,S,Zacatecas,Breakfast Foods
M,S,OR,Snack Foods
M,M,Yucatan,Snack Foods
F,M,CA,Hygiene
M,S,OR,Hardware
M,M,Yucatan,Canned Soup
F,M,Yucatan,Canned Soup
M,M,CA,Meat
F,S,CA,Cold Remedies
M,M,OR,Paper Products
F,M,DF,Bathroom Products
F,S,CA,Pain Relievers
F,M,CA,Decongestants
M,S,Zacatecas,Bread
M,M,BC,Candy
M,M,BC,Frozen Entrees
M,M,WA,Baking Goods
M,M,Yucatan,Starchy Foods
F,S,Zacatecas,Snack Foods
M,M,CA,Breakfast Foods
M,S,WA,Bread
M,S,CA,Snack Foods
M,S,CA,Canned Soup
M,S,Yucatan,Drinks
M,S,WA,Vegetables
M,S,CA,Beer and Wine
M,S,Yucatan,Fruit
F,M,Zacatecas,Eggs
M,M,Veracruz,Frozen Desserts
F,S,Veracruz,Vegetables
M,S,WA,Jams and Jellies
F,M,DF,Fruit
F,M,WA,Frozen Desserts
F,S,WA,Frozen Entrees
M,M,WA,Vegetables
M,M,WA,Vegetables
M,M,Veracruz,Meat
F,M,Zacatecas,Meat
F,M,Zacatecas,Hygiene
F,S,WA,Snack Foods
M,S,Yucatan,Bread
F,M,WA,Bread
M,M,WA,Baking Goods
F,S,CA,Bread
F,S,Veracruz,Beer and Wine
F,M,WA,Cold Remedies
F,M,OR,Jams and Jellies
M,M,CA,Bathroom Products
M,S,Veracruz,Meat
F,M,BC,Dairy
F,S,WA,Side Dishes
F,M,Veracruz,Drinks
F,M,CA,Vegetables
M,S,CA,Fruit
M,M,OR,Breakfast Foods
F,M,Yucatan,Vegetables
F,M,CA,Frozen Desserts
M,S,Yucatan,Electrical
F,M,Zacatecas,Fruit
M,M,Veracruz,Frozen Desserts
M,M,WA,Snack Foods
M,M,WA,Jams and Jellies
M,M,WA,Paper Products
F,S,Yucatan,Vegetables
F,M,Veracruz,Decongestants
M,S,OR,Pain Relievers
F,M,WA,Candy
F,S,OR,Vegetables
M,S,Zacatecas,Dairy
F,S,Zacatecas,Meat
F,S,DF,Pizza
F,S,Zacatecas,Paper Products
F,M,WA,Meat
F,S,WA,Meat
F,S,Guerrero,Specialty
F,M,Guerrero,Kitchen Products
F,M,WA,Pain Relievers
F,S,WA,Canned Anchovies
F,M,Veracruz,Hygiene
F,S,CA,Meat
F,M,WA,Vegetables
M,S,DF,Specialty
F,S,CA,Starchy Foods
M,M,CA,Electrical
M,S,Veracruz,Kitchen Products
F,M,WA,Electrical
M,M,DF,Bathroom Products
F,S,OR,Frozen Desserts
M,M,Guerrero,Canned Soup
M,M,Zacatecas,Hygiene
M,S,WA,Paper Products
F,M,Zacatecas,Electrical
M,M,OR,Baking Goods
F,S,Yucatan,Meat
F,M,CA,Dairy
M,S,CA,Candy
M,S,OR,Bread
F,M,BC,Meat
M,M,BC,Baking Goods
F,M,Veracruz,Decongestants
F,M,OR,Baking Goods
M,S,OR,Canned Soup
M,M,OR,Fruit
M,S,CA,Fruit
F,M,Veracruz,Pain Relievers
M,M,CA,Pain Relievers
F,S,CA,Pure Juice Beverages
F,M,CA,Carbonated Beverages
M,M,OR,Hardware
M,S,CA,Vegetables
M,S,WA,Snack Foods
F,S,OR,Eggs
F,S,OR,Plastic Products
F,S,WA,Vegetables
F,M,WA,Snack Foods
M,M,Zacatecas,Snack Foods
M,M,WA,Dairy
F,M,Zacatecas,Dairy
M,S,WA,Electrical
F,S,Zacatecas,Vegetables
F,S,Yucatan,Baking Goods
M,S,OR,Baking Goods
M,M,Yucatan,Snack Foods
M,S,CA,Meat
F,M,Zacatecas,Dairy
F,M,DF,Vegetables
F,M,WA,Cleaning Supplies
M,S,Veracruz,Hot Beverages
F,S,Veracruz,Meat
M,S,OR,Vegetables
M,M,WA,Snack Foods
F,S,WA,Jams and Jellies
M,S,Veracruz,Kitchen Products
F,M,Zacatecas,Fruit
F,M,BC,Kitchen Products
M,S,CA,Bathroom Products
M,S,BC,Cleaning Supplies
F,S,Veracruz,Bathroom Products
F,S,WA,Hygiene
F,M,OR,Eggs
M,S,Yucatan,Breakfast Foods
F,S,Guerrero,Canned Soup
M,M,WA,Jams and Jellies
M,M,Zacatecas,Snack Foods
F,M,Zacatecas,Meat
F,M,OR,Jams and Jellies
F,M,Yucatan,Seafood
M,M,OR,Canned Soup
F,M,CA,Canned Soup
M,M,WA,Magazines
F,S,WA,Hygiene
M,S,WA,Vegetables
F,S,DF,Baking Goods
M,M,OR,Beer and Wine
M,S,BC,Bathroom Products
F,M,BC,Hygiene
M,S,Guerrero,Eggs
M,M,Guerrero,Snack Foods
F,M,DF,Baking Goods
F,S,CA,Candy
M,M,DF,Vegetables
M,S,Veracruz,Electrical
F,S,DF,Baking Goods
M,M,CA,Starchy Foods
M,S,OR,Vegetables
F,S,Zacatecas,Fruit
M,M,DF,Baking Goods
M,M,CA,Vegetables
F,M,WA,Starchy Foods
F,M,WA,Hygiene
M,S,BC,Hot Beverages
M,S,BC,Frozen Entrees
F,M,Zacatecas,Canned Soup
F,S,Zacatecas,Vegetables
F,S,Veracruz,Vegetables
F,S,Zacatecas,Fruit
F,S,OR,Vegetables
M,M,Zacatecas,Bread
M,M,Veracruz,Magazines
F,M,Zacatecas,Canned Tuna
M,M,OR,Carbonated Beverages
F,M,Zacatecas,Jams and Jellies
M,M,WA,Fruit
M,M,OR,Dairy
F,M,OR,Fruit
F,S,BC,Vegetables
F,S,DF,Jams and Jellies
F,M,WA,Bathroom Products
F,M,Zacatecas,Hardware
F,M,DF,Hot Beverages
M,M,DF,Vegetables
F,M,CA,Snack Foods
F,S,DF,Beer and Wine
F,M,DF,Canned Soup
M,M,Veracruz,Starchy Foods
M,M,WA,Hardware
F,M,DF,Seafood
F,S,Zacatecas,Miscellaneous
M,M,Zacatecas,Snack Foods
M,S,DF,Jams and Jellies
M,M,Yucatan,Electrical
M,M,Yucatan,Dairy
F,M,CA,Kitchen Products
M,S,Zacatecas,Fruit
F,S,OR,Snack Foods
F,S,Guerrero,Baking Goods
M,S,WA,Snack Foods
F,M,Zacatecas,Vegetables
